sentiment,message,tweetid
0,"RT @EVIOM77: Young children are the most vulnerable to air pollution. Forget about climate change, or that our energy isn't... https://t.co…",767634
2,Not ‘fake news’: Scientists report climate change findings honestly https://t.co/eWGEiTvJ9P,484737
2,"RT @RobertKennedyJr: Record-breaking climate change pushes world into ‘uncharted territory’ 
https://t.co/QLfosXXOJy",661146
0,RT @Realityshaken: Who do you believe on climate change?,651221
1,Glad to see more companies taking steps to combat global warming https://t.co/23dOk51tvW,514562
1,Climate deniers blame global warming on nature. This NASA data begs to differ https://t.co/bDxJESwnlx,769831
1,The new @NatGeo &amp; @LeoDiCaprio documentary on climate change #BeforeTheFlood is on Youtube. https://t.co/L4T7hhCrN8,709555
1,RT @foe_us: Tribal nations told UN they're climate leaders who intend to remain in the global conversation about climate change. https://t.…,630899
0,@9GAGTweets climate change,772584
2,RT @tan123: 'Thailand drought 2015: climate change impacts real' https://t.co/Zdj8ObfRwL https://t.co/YIlQI6UeHW,25917
2,RT @VICE_Video: Kids just won the right to sue the US government over climate change: https://t.co/qN0rR6mTwd https://t.co/zZJbarsr5Z,136529
1,RT @climatehawk1: The Holocene #climate experience and the health risks climate change carries https://t.co/dldkkmcLGp via…,581196
2,RT @smilinglaura: G7 leaders blame Trump for failure to reach climate change agreement https://t.co/WCrUdNqIOR,459610
2,"RT @Jmalewitz: As ExxonMobil CEO, Rex Tillerson used the pseudonym 'Wayne Tracker' in climate change-related emails, NY AG says https://t.c…",14901
2,RT @YahooNews: Billionaire climate change activist says heÃ¢â‚¬â„¢ll spend whatever it takes to fight Trump https://t.co/9PxJKpE4hR https://t.co/8Ã¢â‚¬Â¦,193082
-1,RT @JoeFreedomLove: Blog: Science fights back against the global warming fraud https://t.co/djIQCdm5al,852497
1,RT @devi_lockwood: 'Women in rural Morocco fetch water &amp; work the land. They are the first ones to see effects of climate change.' #300kmsoÃ¢â‚¬Â¦,209850
-1,@nowthisnews pure fantasy! If global warming was real why was NOAA caught altering temps?? https://t.co/Vb3oFbr06E,740533
0,"RT @kalistazickert_: 'do you believe in global warming jade?'
Jade: yah bc every day the weather changes @j_sommerhalder",69152
1,RT @KenyaCIC: Need for the private sector to discuss climate change @emungai_m the conversation @KEPSA_KENYA #Sustainabledevelopment @Susta…,538071
1,Realising how many people don’t actually believe in global warming https://t.co/KaQfgaX4Dt,282270
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",962891
1,hey guys climate change is real but i'm going to make fun of people who try to make it better https://t.co/O3QlxFEALO,892153
0,Is the iceberg that broke off Antarctica the result of climate change? - https://t.co/xQJF6GsZtk https://t.co/YPEM2eue2t,232928
1,RT @JohnFugelsang: &amp; Donald Trump wants you know this proves NASA's part of that whole Chinese climate change hoax. https://t.co/Mc7346asP1,460146
1,RT @NatGeo: Are we too late to fight climate change? https://t.co/797Rx2UXQA #YearsProject https://t.co/LV2Fy0uuge,843145
1,RT @RepYvetteClarke: Dismantling @EPA would pollute our air &amp; water &amp; contribute to global climate change. No on HR 861 &amp; @ScottPruittOK! h…,978320
1,"@EPA Chief: carbon dioxide not primary cause of global warming. 

Fossil fuel execs: Umm, actually...

https://t.co/iQR3NcHjAy",870433
1,"Many of us are in the same boat. ⚡️ “Meteorologist opens up about the struggle with fighting climate change”

https://t.co/EqSPwlw5YU",872447
0,You cannot talk about climate change and defence in the same moment audience - push the button and you will not nee… https://t.co/s6sFPDwqjo,907466
1,"RT @LastWeekTonight: If you donÃ¢â‚¬â„¢t believe man-made global warming is a a silly issue, give to the Natural Resources Defense Council (https:Ã¢â‚¬Â¦",72200
1,Sitting Beckenham Tory MP Bob Stewart has consistently voted against measures to prevent climate change. That's not #BestForBeckenham,768556
1,RT @VICE: The United States of climate change denial: https://t.co/ghyOSV5wpZ https://t.co/5K4Qq5rknW,791003
-1,"RT @TheFoundingSon: NOAA scientists manipulated temperature data to make global warming seem worse

Who's surprised? Not me
https://t.co/Rj…",905959
0,RT @GlblCtzn: HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film. https://t.co/iqsmOmRlTk,263456
2,"|| Trump taps climate change skeptic Scott Pruitt to Head EPA

https://t.co/ZNOas760sl  via @ShipsandPorts",963025
1,"@Agridome @Wally_53 @JustinTrudeau hard to not believe in climate change considering manitoba was under a 2km thick ice sheet 10,000yr ago",117011
0,"RT @raveyrai: Also, shout out to climate change. We had a 6 month fall, a 2-3 week spring, and now it's winter. https://t.co/l9hvL2xuiS",141091
2,RT @nytimesbusiness: Exxon Mobil is accusing the Rockefellers of a climate change conspiracy https://t.co/baQoiIBetd,931524
2,RT @RamsarConv: Global Peatlands Initiative launched to address climate change - Ramsar https://t.co/nkvBMHifJZ,841609
-1,RT @davidicke: Founder of Weather Channel blasts total fraud of climate change: Science fraud run by the Left…,221264
1,RT @AlanForElyria: There are no discussions to be had about 'beliefs' regarding climate change. It's settled science. Now we need to talk s…,804477
2,EPA head Scott Pruitt may have broken integrity rules by denying global warming https://t.co/2qiVSTvDj6 #Tech… https://t.co/hFddZcgYgS,202188
1,RT @Arkansas_72701: OMG! Trump chose #MyronEbell to head the #EPA. Ebell is a climate change denier! This country/world is fkt!,674515
0,At R&amp;M Developments we are always reviewing climate change and energy use - email the team to find out more estimat… https://t.co/i0BzcP2aYk,83324
-1,RT @JunkScience: How 'climate scientists' decide to attribute weather events to global warming. https://t.co/PYKVUn6plz,344687
1,RT @ChiefElk: Democrats might as well be climate change deniers by going forward with environmentally harmful projects and destroying indigÃ¢â‚¬Â¦,607491
1,RT @kurteichenwald: Russia hack deniers &amp; climate change deniers have a lot in common. Either theyre corrupt or they refuse 2 accept univerÃ¢â‚¬Â¦,909273
1,RT @kristennwiig: supergirl even talks about climate change! when will your fave show ever?????,599460
1,"RT @EricHolthaus: The urgency of climate change means Trump’s attack on science is a national security threat.

Me, for @PacificStand:
http…",226838
2,"RT @business: Meet @AmberSullins, the red-state weatherwoman on a climate change mission https://t.co/h81ub2WYuA via @climate https://t.co/…",898492
2,"RT @NoamLevey: HHS pick Tom Price refuses to say that human activity is responsible for climate change. Needs to be studied, he tells @SenW…",214847
1,"@energyPNNL %87 of climate change pollutants found in air-conditioners
https://t.co/asgtXRasMx
AirConditioner uses%… https://t.co/yijEvhlEmx",577181
1,RT @ImSuda: Still believe global warming isn't real? https://t.co/kQrrYFxg0h,515346
-1,"RT @_donaldson: #StandUpForScience, and forget the fact we've been changing our minds on global warming since 1855. https://t.co/E6pu55DTND",838708
2,"In executive order Tuesday, Trump will dramatically alter US approach to climate change: https://t.co/cX1yZMaX5W",912813
1,"RT @BlakeMurphyODC: Wow RT @norm great day to be a Toronto politician!
-deny climate change 1:00
-appropriate culture 3:30
-interview socia…",549227
2,RT @guardiannews: Al Gore: climate change threat leaves 'no time to despair' over Trump victory https://t.co/sfJ5fiFNII,112545
1,"RT @markleggett: Hey @realDonaldTrump, if climate change is a hoax, then how do you explain this? https://t.co/d5vIa8KPT1",338850
0,"@IvankaTrump paid family leave, lgbtqlmnopqrs rights, climate change, women empowerment, great platform as a democrat....",338328
1,RT @am_anatiala: #FF @EricHolthaus &amp; read this b/c we 👏🏽 can 👏🏽 not 👏🏽 depend on the govt to lessen the effects of climate change. https://…,124340
2,RT @ClimateCentral: The balance of power is shifting for who is leading the world on climate change action https://t.co/wBdZuP7mHz https://…,127717
2,Seth Meyers drills Donald Trump and Cabinet on climate change https://t.co/VttHxXqKGn via @HuffPostComedy,953500
1,"@jacobmcCall3 IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",293371
1,RT @MiraSorvino: And people still want to deny that climate change is human driven and real? Including the head of the EPA? Shameful! https…,877177
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,369305
2,"China's coastal sea levels rise to record high, experts blame climate change https://t.co/PpwRXAGh2H",884005
1,RT @MorinToon: Another kind of climate change : We've gone from long-term ecological consciousness to short-term greed. #morintoon…,137416
1,RT @_benjvmins_: me enjoying the warm weather but also realizing that soon we'll all fry because of global warming https://t.co/8qyXsKt6vU,816181
1,"RT @JilliRobi: Welcome to America. Where we deny climate change, men brag about rape, and the KKK supports our president. #notmypresident",826745
2,RT @coopah: U.S. Energy Department balks at Trump request for names on climate change https://t.co/HDaDJWyxGV via @Reuters,979985
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,482360
-1,"@Eugene_V_Tooms @RexTilllerson Global cooling, global warming, climate change. W/e you want snowflake.",333852
-1,"RT @CraigRBrittain: By not acknowledging that the reports have said that climate change is 300 years away, you're the one denying clima… ",908271
1,RT @Xerox: 4 ways to counter climate change and better your business at the same time. https://t.co/kpdVNR5pOz,499119
0,Meetings on National policies to COP22 climate change negotiations goes on under the leadership of @MbirpinarÃ¢â‚¬Â¦ https://t.co/Z90uPFEpHx,580435
1,"RT @Greenpeace: What can we do in the face of terrifying climate change? 

With hope, we fight. https://t.co/9tJEZlx0W0 https://t.co/qp3dO5…",600169
2,RT @activist360: REPORT: Rex Tillerson being investigated for using aliases for emails about link b/t fossil fuels and climate change https…,311949
2,"RT @TheEconomist: If humanity were facing the threat of cold, rather than heat, would a strong plan for climate change be in place? https:/…",315852
1,We may never reverse the long-term effects of climate change but we can curb our digital hot takes emissions.,815535
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,711242
0,"Blowing harder, more often but not due to climate change- More tornadoes in the most extreme U.S. tornado outbreaks https://t.co/wNHwYADPAj",671542
0,"RT @Paxmee: 'Some women lie about rape, that's why I'm sending you a link about how climate change isn't real' https://t.co/guj3zkwJJw",825625
-1,@DisavowTrump16 @RussWhitworth Don't think I'll retweet.  Have nothing in common with global warming fanatics.,783641
0,@Jay_Juarez because of the global warming that was made up by the Chinese,115787
1,Decomposition of organic wastes&amp;cattle manure stored outdoors emits methane&amp;nitrous oxide having23&amp;310times global warming potential of CO2,956866
0,It's EXTREMELY disappointing when I think of a BOMB AF layered winter look that I want to wear but I remember that global warming exists,328206
0,"RT @ProfessorKumi: Since you're already reaching for the top shelf, grab me a 'black men: the cause of global warming &amp; dinosaur extin… ",121066
1,"It took 89 degree temperature in November and ocean reefs to die for y'all to realize global warming does,in fact, exist.",417070
